5

1 5 10
8176 35 35 209
8176 120 77 478
8177 29 82 300
8184 235 56 181
8189 959 19 56
8190 801 13 200
8194 939 19 239
8194 637 62 380
8195 242 73 231
8195 679 13 354
8198 132 57 199
8201 976 65 227
8202 601 17 149
8203 572 69 226
8203 130 100 260
8204 470 45 113
8205 137 95 246
8211 197 16 133
8211 795 82 304
8211 187 78 329
8211 417 90 430
8213 392 96 375
8214 502 94 258
8215 647 89 249
8216 39 49 188
8220 979 49 298
8222 768 36 86
8222 843 16 446
8233 710 57 216
8233 211 37 388
8238 602 73 411
8239 598 81 276
8239 431 26 357
8240 977 79 274
8243 662 54 445
8243 115 41 485
8248 176 15 78
8248 874 76 321
8249 517 56 335
8249 41 89 352
8251 178 30 292
8253 491 72 153
8254 641 37 203
8255 945 19 445
8257 243 27 91
8259 462 87 339
8263 878 74 430
8264 14 43 118
8264 59 28 490
8266 982 28 307
8267 201 51 120
8270 697 11 392
8271 884 31 275
8272 523 74 426
8273 230 54 272
8273 745 71 273
8277 984 13 313
8277 585 24 387
8279 165 27 419
8280 874 18 344
8285 30 35 265
8286 39 22 35
8287 549 66 121
8287 906 71 478
8289 199 49 210
8290 763 91 153
8291 751 45 225
8291 841 34 333
8294 879 71 135
8299 998 13 254
8301 971 57 169
8301 687 57 295
8303 427 34 271
8305 902 25 230
8306 456 33 64
8306 72 49 114
8309 523 50 89
8310 135 17 355
8311 19 65 96
8313 816 17 428
8314 667 15 233
8314 155 25 289
8314 452 76 458
8315 933 86 140
8315 252 28 178
8316 80 14 447
8318 421 16 44
8324 425 26 198
8328 10 21 99
8331 558 51 496
8335 831 86 452
8336 175 35 243
8336 690 98 370
8337 925 49 236
8340 901 79 258
8341 641 99 359
8344 649 75 346
8349 943 19 270
8350 240 78 399
8351 951 62 96
8351 264 60 142
8351 643 35 322
8353 33 17 224
8353 691 92 265
8356 824 58 90
8362 952 24 278
8366 125 79 207
8367 529 61 102
8368 863 58 170
8368 151 35 217
8368 585 39 350
8373 607 21 133
8374 80 15 168
8374 338 80 256
8375 69 53 182
8377 636 10 474
8379 276 79 334
8382 694 88 411
8384 109 77 349
8389 919 66 119
8391 16 98 341
8395 209 87 366
8397 214 47 425
8398 55 52 196
8400 46 49 376
8409 65 23 146
8410 101 89 437
8411 361 91 230
8415 692 86 225
8418 782 63 238
8418 415 47 368
8420 909 76 386
8422 940 82 421
8424 399 36 417
8426 727 81 190
8431 865 90 107
8431 29 96 175
8435 293 19 330
8436 965 79 334
8436 559 85 379
8443 461 54 365
8445 793 30 100
8446 913 86 165
8447 708 38 299
8448 997 88 313
8450 490 60 267
8451 158 53 114
8451 919 35 248
8452 124 72 395
8454 182 41 165
8456 903 27 443
8457 855 27 376
8458 513 42 191
8460 88 62 150
8469 512 99 268
8470 803 24 161
8471 739 13 342
8475 570 81 442
8475 442 81 458
8478 318 25 297
8482 798 55 295
8482 292 68 447
8483 575 31 239
8484 117 74 83
8486 247 62 203
8488 520 58 342
8489 747 58 78
8490 851 71 74
8495 240 39 132
8497 11 14 295
8500 872 11 237
8501 759 34 416
8503 445 33 302
8503 723 44 482
8504 731 19 113
8504 581 79 455
8507 445 87 210
8508 851 29 350
8509 626 52 231
8509 721 57 294
8512 224 13 112
8513 434 92 178
8514 977 25 53
8516 858 76 423
8516 632 56 494
8518 570 50 253
8527 23 37 69
8529 479 72 249
8531 698 72 136
8534 281 48 277
8535 596 47 349
8541 769 74 96
8542 216 57 133
8546 994 16 59
8548 26 15 252
8549 451 24 320
8551 757 86 437
8552 845 79 485
8556 629 88 155
8556 477 11 237
8557 965 94 418
8559 254 61 211
8562 647 27 199
8564 358 95 266
8565 955 37 119
8565 664 25 406
8566 763 18 234
8570 643 32 368
8572 583 12 76
8579 156 70 208
8579 548 54 231
8586 570 87 210
8589 521 69 93
8590 768 62 460
8592 202 83 325
8592 625 72 452
8593 67 26 252
8597 761 34 188
8603 573 45 468
8612 22 55 139
8615 966 88 300
8617 362 71 106
8617 354 37 337
8617 28 28 446
8620 855 26 344
8626 646 76 308
8628 380 96 197
8629 764 30 219
8629 489 79 260
8630 951 81 294
8633 695 13 231
8635 221 18 66
8636 280 13 177
8636 661 59 447
8638 648 47 332
8641 422 63 470
8642 126 40 465
8643 244 13 247
8648 374 47 325
8651 636 38 406
8655 250 17 224
8656 761 85 409
8657 613 55 288
8657 537 98 402
8657 317 25 459
8658 720 44 277
8659 774 72 236
8661 142 57 446
8663 342 24 424
8666 415 59 224
8666 451 78 272
8667 417 38 203
8670 639 11 185
8670 318 49 196
8672 313 87 190
8674 16 26 405
8674 881 83 466
8685 659 40 355
8686 696 55 198
8686 823 36 277
8687 127 75 375
8692 843 70 270
8693 108 83 89
8695 594 26 36
8697 707 67 431
8703 827 66 96
8709 971 20 402
8710 132 24 266
8715 345 84 89
8716 910 85 428
8721 150 92 498
8722 820 84 341
8723 709 86 219
8729 428 74 338
8731 764 84 325
8733 984 73 478
8735 39 99 461
8744 884 83 344
8745 984 49 373
8747 957 53 167
8753 617 80 206
8759 656 36 452
8760 343 100 444
8761 488 43 426
8767 325 88 240
8768 445 97 452
8768 537 17 465
8769 57 99 317
8771 152 83 457
8773 434 88 132
8777 648 41 466
8778 508 49 151
8779 872 15 442
8780 511 12 220
8780 832 34 311
8784 150 48 114
8786 777 12 420
8786 816 65 449
8788 877 16 435
8790 301 65 401
8798 717 14 176
8798 716 83 308
8799 62 47 323
8800 306 80 418
8801 792 88 381
8807 946 10 414
8811 600 10 359
8813 218 35 311
8814 670 86 331
8816 682 93 162
8817 860 23 438
8819 86 67 76
8821 207 58 231
8823 190 70 197
8824 103 50 431
8826 839 39 218
8828 680 64 306
8840 804 13 137
8840 158 47 280
8842 470 35 67
8843 584 77 166
8845 591 43 328
8845 151 54 375
8847 493 30 156
8847 153 85 323
8848 956 68 248
8849 926 20 351
8854 722 67 249
8855 803 31 121
8856 484 58 181
8856 778 74 209
8858 610 59 398
8863 375 87 312
8863 136 86 366
8865 522 24 405
8867 699 40 293
8869 303 59 294
8869 839 44 374
8869 235 13 433
8870 986 68 230
8870 913 91 351
8871 632 74 223
8871 274 90 278
8871 601 38 337
8873 743 58 484
8874 78 38 61
8875 83 50 308
8876 905 32 109
8876 796 72 114
8884 492 23 280
8886 961 30 476
8887 918 16 174
8887 396 24 498
8888 870 22 197
8888 445 96 375
8895 333 84 376
8897 992 60 70
8900 420 58 187
8906 713 99 169
8906 524 95 192
8909 576 86 112
8909 184 40 366
8912 35 94 275
8919 149 39 191
8919 930 22 365
8921 86 15 19
8925 377 49 143
8925 202 69 193
8926 586 80 151
8930 10 12 162
8932 364 10 285
8934 565 49 359
8934 307 56 450
8936 560 55 136
8937 450 80 389
8938 586 38 107
8938 276 58 217
8940 777 13 163
8940 264 99 422
8942 26 41 379
8944 449 99 352
8948 120 63 250
8948 873 13 349
8949 416 65 488
8955 861 67 367
8960 333 39 480
8961 883 53 307
8962 710 18 111
8962 706 26 146
8962 259 61 254
8964 801 48 142
8964 398 99 191
8964 57 100 293
8964 594 18 497
8965 422 95 460
8966 811 22 120
8966 188 70 227
8967 116 14 189
8967 728 36 194
8968 732 32 99
8968 944 29 446
8974 805 65 283
8976 693 67 231
8978 651 14 351
8981 712 88 458
8984 22 86 214
8985 940 15 202
8985 186 84 438
8987 241 31 384
8988 436 32 486
8990 41 53 301
8992 255 53 382
8992 114 13 491
8993 262 80 498
9001 540 32 337
9003 18 19 358
9007 508 24 172
9008 193 30 313
9010 755 74 359
9011 816 44 156
9017 571 43 253
9018 819 43 428
9019 190 47 262
9024 702 92 123
9025 674 57 301
9025 784 94 375
9026 435 29 349
9030 153 24 83
9034 954 93 406
9035 313 40 114
9038 485 24 25
9039 21 18 87
9041 296 29 427
9045 135 59 196
9046 448 31 53
9047 585 11 220
9048 218 45 161
9048 170 55 245
9049 368 99 326
9054 481 18 392
9055 477 58 455
9056 371 50 161
9057 716 96 295
9061 838 24 27
9062 451 70 448
9063 934 74 438
9064 706 21 444
9066 324 93 491
9069 136 26 47
9070 938 35 311
9071 711 55 349
9074 858 21 137
9074 570 74 322
9075 204 73 100
9075 362 20 126
9076 274 19 141
9078 992 95 202
9086 358 42 274
9086 794 84 278
9088 675 33 53
9089 629 72 360
9094 375 25 446
9096 889 24 336
9097 725 27 280
9097 385 73 288
9098 254 84 91
9098 99 88 203
9102 645 25 364
9105 182 100 380
9108 232 17 72
9108 391 48 414
9109 161 81 177
9111 261 36 72
9111 366 70 437
9114 886 59 253
9116 275 90 272
9117 912 71 178
9118 999 57 477
9125 24 38 428
9126 575 35 291
9129 20 94 308
9134 566 29 441
9136 870 95 360
9139 982 78 209
9140 271 95 152
9143 224 75 356
9147 242 30 160
9147 729 55 494
9148 538 61 335
9152 952 37 213
9153 906 22 250
9153 597 89 367
9163 987 10 335
9165 509 81 435
9166 682 60 254
9166 45 50 339
9172 709 84 419
9175 161 59 337
9175 520 69 345
9176 919 15 56
9176 705 46 232
9177 442 58 287
9178 382 83 208
9180 283 72 389
9180 558 18 432
9187 580 51 314
9191 510 88 279
9192 904 97 368
9195 37 51 207
9201 307 74 87
9205 832 93 171
9206 892 11 437
9207 407 39 97
9209 170 84 242
9210 658 45 271
9214 982 63 326
9214 489 92 346
9215 302 50 90
9216 876 78 106
9216 731 31 239
9224 205 76 163
9226 960 21 115
9227 111 79 460
9232 862 13 284
9233 653 10 225
9235 683 49 404
9238 240 93 158
9238 394 48 427
9241 941 18 268
9241 181 60 450
9242 437 60 165
9244 129 42 386
9246 419 76 228
9249 482 86 461
9254 772 63 74
9256 39 64 237
9256 749 65 258
9257 49 68 437
9258 878 84 364
9259 454 97 252
9260 874 75 368
9261 120 60 486
9262 813 36 307
9263 856 56 138
9263 72 23 173
9270 928 31 47
9271 857 52 224
9276 480 70 160
9281 200 66 406
9286 565 44 285
9286 300 63 362
9286 71 72 441
9290 972 46 341
9298 529 74 492
9299 655 34 161
9300 752 50 212
9300 155 66 342
9301 553 59 106
9302 915 25 311
9303 119 14 273
9305 61 87 213
9305 455 59 235
9308 62 46 118
9310 24 97 139
9310 788 51 437
9316 173 37 266
9318 691 95 126
9322 939 48 141
9327 677 91 197
9329 89 88 469
9330 927 52 352
9332 240 100 125
9336 366 32 141
9344 300 73 175
9344 757 70 342
9345 99 24 98
9347 958 57 448
9350 39 86 285
9351 233 16 36
9351 945 22 382
9351 69 13 414
9352 582 44 261
9355 22 35 37
9360 239 29 84
9363 507 55 455
9366 922 41 94
9370 425 59 219
9371 857 16 345
9373 878 64 465
9374 609 16 454
9377 607 27 63
9378 397 16 337
9379 615 30 386
9380 872 96 160
9380 327 46 470
9382 704 44 177
9382 399 76 288
9385 669 82 267
9385 563 45 324
9388 490 11 301
9389 433 51 56
9391 369 17 174
9395 749 77 90
9395 187 10 486
9396 561 72 249
9396 10 87 439
9398 88 16 73
9398 547 26 316
9400 148 94 196
9404 144 49 179
9406 900 64 88
9406 265 36 139
9407 951 11 454
9410 453 36 202
9412 940 90 147
9412 954 48 176
9412 993 95 413
9416 338 49 190
9416 606 56 497
9420 464 89 252
9423 777 75 215
9423 187 30 281
9424 267 41 122
9425 792 70 232
9425 739 59 437
9429 104 93 406
9435 945 53 256
9442 841 27 361
9443 657 69 235
9444 794 15 247
9448 377 13 122
9451 607 95 254
9455 919 21 422
9461 711 98 468
9465 60 49 458
9468 638 13 169
9469 615 73 295
9470 810 65 474
9473 514 29 171
9473 715 49 246
9475 559 88 424
9477 604 61 178
9481 859 97 102
9482 708 59 159
9484 468 28 98
9484 460 11 175
9485 822 71 150
9488 38 68 294
9490 88 59 66
9491 122 27 400
9492 430 82 124
9503 794 69 86
9505 309 64 422
9507 694 53 117
9507 614 35 219
9509 507 76 402
9510 382 18 97
9510 62 91 153
9510 130 89 420
9514 425 74 449
9516 113 18 164
9516 947 20 320
9520 569 44 312
9523 326 98 181
9526 967 93 116
9526 403 25 371
9530 727 11 338
9531 679 61 418
9531 479 94 437
9533 360 71 310
9537 586 67 251
9537 938 87 430
9543 858 88 366
9546 94 88 160
9553 794 44 121
9553 748 76 393
9556 497 11 83
9561 331 80 119
9562 299 61 65
9562 344 79 140
9562 76 94 281
9562 732 87 352
9568 489 17 276
9571 175 31 108
9571 374 87 154
9571 302 21 340
9573 546 26 211
9574 695 35 125
9576 34 49 283
9578 848 51 283
9579 129 63 68
9579 797 73 190
9581 352 84 117
9583 180 40 351
9584 531 19 286
9586 436 19 103
9586 461 52 124
9591 901 92 351
9598 13 21 30
9600 971 39 131
9601 547 39 393
9602 847 49 58
9602 241 85 361
9605 634 41 230
9606 562 10 196
9609 888 41 267
9610 869 99 255
9614 664 75 97
9614 796 74 204
9615 637 68 201
9617 130 11 58
9618 565 29 171
9618 281 69 284
9620 202 44 323
9622 84 83 321
9624 312 83 368
9624 373 93 372
9626 171 91 249
9633 16 87 362
9637 882 11 155
9640 279 84 169
9641 789 38 346
9648 209 62 73
9650 807 54 208
9651 166 20 194
9653 120 23 319
9658 187 66 134
9658 983 21 144
9664 308 59 187
9668 954 51 127
9677 167 75 102
9694 977 14 175
9697 48 86 240
9699 749 53 110
9700 60 41 105
9700 325 89 166
9700 715 99 214
9711 692 13 188
9712 34 14 168
9716 434 38 111
9717 486 78 246
9717 561 95 257
9722 404 89 175
9725 445 20 111
9730 236 50 160
9748 313 29 55
9749 384 28 47
9757 426 22 151
9761 115 92 107
9761 119 77 203
9763 431 49 138
9766 253 14 164
9766 123 51 213
9778 598 32 55
9779 340 84 91
9781 370 91 157
9785 775 84 91
9787 339 76 97
9789 58 16 88
9791 279 79 98
9798 492 63 121
9798 347 59 131
9802 357 20 24
9804 97 40 166
9817 853 46 50
9817 244 68 83
9819 921 79 105
9820 274 68 90
9831 830 44 73
9833 501 48 126
9856 260 50 106
9861 188 30 88
9866 99 66 110
9880 928 21 70
9882 700 28 59
9883 112 65 99
9890 772 32 91
9918 339 29 39
9921 579 16 55
9922 10 29 77
9954 818 22 45
